ETIQUETA;NOMBRE;PRIORIDAD;PROYECTO;TIPO ACTUACIÓN;COORDENADA X;COORDENADA Y;Longitud;Latitud
AO.16.05;Deportivo Hortaleza;2017-2020;Planes Integrales Territoriales de Ordenación y Gestión;Áreas de Oportunidad;444631,495;4481069,334;-3.653229;40.4784657
AO.06.03;Finalización de la ordenación de ciertas calles del distrito;2020-2024;Planes Integrales Territoriales de Ordenación y Gestión;Áreas de Oportunidad;440475,93;4479331,231;-3.7020893;40.4625207
AO.06.04;Identidades Tetuán y usos ligados a la nueva economía;2024-2028;Planes Integrales Territoriales de Ordenación y Gestión;Áreas de Oportunidad;440759,4275;4479736,033;-3.6987835;40.4661876
MP.16.03;Las Cárcavas;2020-2024;Proyecto Estratégico de Movilidad;Áreas de Mejora Peatonal;446477,193;4481277,057;-3.6314727;40.480458
GM.15.01;Zona Empresarial A-2;2024-2028;Proyecto Estratégico de Movilidad;Áreas de Gestión de Movilidad;444425,029;4477509,518;-3.655353;40.4463834
PA.15.01;Prolongación Almudena;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;446615,7305;4474240,209;-3.6292467;40.4170751
PA.19.01;Cuña Verde - Anillo Verde;2017-2020;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;448754,4865;4473475,546;-3.6039767;40.410321
PA.19.02;Cerro Almodovar;2020-2024;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;449109,121;4470628,936;-3.5995697;40.3846985
PA.14.01;Cuña Verde Moratalaz;2020-2024;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;445868,75;4473796,661;-3.6380132;40.4130311
AO.06.05;Plaza de Rocío Durcal;2024-2028;Planes Integrales Territoriales de Ordenación y Gestión;Áreas de Oportunidad;439736,262;4478765,666;-3.7107594;40.4573726
IT.06.01;General Perón - Villaamil;2024-2028;Proyecto Estratégico de Espacio Público;Itinerarios Estructurantes;440645,7525;4478232,685;-3.6999837;40.4526367
IT.06.02;Parque Francos Rodriguez - Azca/Topete;2024-2028;Proyecto Estratégico de Espacio Público;Itinerarios Estructurantes;440273,276;4477948,394;-3.7043493;40.450049
PA.08.01;Parque de Valverde;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;439584,4215;4485580,675;-3.7131997;40.5187535
MP.11.05;Entorno Camino Viejo Leganés;2024-2028;Proyecto Estratégico de Movilidad;Áreas de Mejora Peatonal;438254,6175;4471185,571;-3.7274968;40.3889792
MP.11.06;Entorno Antonio López;2024-2028;Proyecto Estratégico de Movilidad;Áreas de Mejora Peatonal;439721,437;4471656,721;-3.7102603;40.393331
GM.11.01;Polígono Tamames Aguacate;2024-2028;Proyecto Estratégico de Movilidad;Áreas de Gestión de Movilidad;436710,496;4468963,353;-3.7454678;40.3688446
AG.11.04;Roger de Flor;2017-2020;Planes Integrales Territoriales de Barrios Apirus;Apiru de Gestión;437843,95;4471716,427;-3.7323868;40.3937309
IT.21.02;Uniendo barrios;2024-2028;Proyecto Estratégico de Espacio Público;Itinerarios Estructurantes;450013,622;4478888,062;-3.5895631;40.4591569
PA.18.01;Del río al ensanche de Vallecas;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;447330,0155;4468277,995;-3.6203347;40.363409
MP.18.01;Casco Histórico de Vallecas;2024-2028;Proyecto Estratégico de Movilidad;Áreas de Mejora Peatonal;447138,9505;4470135,766;-3.622739;40.380133
MP.09.03;Norte de Sinesio Delgado;2024-2028;Proyecto Estratégico de Movilidad;Áreas de Mejora Peatonal;438581,174;4479563,99;-3.724459;40.4644796
PA.21.01;Recuperación Arroyo de Rejas;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;453308,898;4477913,728;-3.5506271;40.4505712
PA.10.01;Protección del cauce del Arroyo de Meaques y Valchico;2020-2024;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;431532,162;4471278,595;-3.8067051;40.3892918
IT.16.03;Paseando Hortaleza - Distrito Norte;2024-2028;Proyecto Estratégico de Espacio Público;Itinerarios Estructurantes;445666,5135;4481761,885;-3.6410782;40.484773
PA.16.02;Arroyo de Valdebebas;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;446357,654;4483531,581;-3.6330738;40.5007601
IT.20.04;Uniendo Parques;2020-2024;Proyecto Estratégico de Espacio Público;Itinerarios Estructurantes;446560,15;4477389,453;-3.6301666;40.4454417
PA.16.01;Parque Forestal Las Cárcavas;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;445825,6235;4481566,612;-3.6391843;40.4830242
PA.17.01;Acondicionamiento Manzanares Sur;2017-2020;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;443178,775;4466335,198;-3.669051;40.3456345
IT.17.02;Corredor Verde Uniendo Parques;2024-2028;Proyecto Estratégico de Espacio Público;Itinerarios Estructurantes;440133,2585;4467079,569;-3.7049783;40.3521273
AG.17.04;Colonia Oroquieta;2024-2028;Planes Integrales Territoriales de Barrios Apirus;Apiru de Gestión;441270,75;4467537,682;-3.6916266;40.356335
AG.17.05;Colonia Ferroviarios;2024-2028;Planes Integrales Territoriales de Barrios Apirus;Apiru de Gestión;441648,5;4467101,1;-3.6871384;40.3524286
AO.17.06;Activación del Suelo Industrial;2024-2028;Planes Integrales Territoriales de Ordenación y Gestión;Áreas de Oportunidad;439882,3265;4465310,973;-3.7077664;40.3361766
PA.09.01;Río Manzanares norte;2024-2028;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;435232,863;4483551,993;-3.7643577;40.5001502
PA.12.01;Parque Lineal Manzanares 2ª fase;2020-2024;Proyecto Estratégico Ambiental;Áreas de Intervención Ambientales;441952,7245;4468839,925;-3.6837144;40.3681142
AG.20.04;Colonia Ciudad Pegaso;2020-2024;Planes Integrales Territoriales de Barrios Apirus;Apiru de Gestión;449507,15;4477140,764;-3.5953974;40.4433856
AO.16.06;Banco Central avenida San Luis;2024-2028;Planes Integrales Territoriales de Ordenación y Gestión;Áreas de Oportunidad;444468,2185;4480168,948;-3.6550764;40.4703437
MP.12.02;El Zofío;2017-2020;Proyecto Estratégico de Movilidad;Áreas de Mejora Peatonal;439415,5295;4470227,828;-3.7137286;40.3804366
